""
2016 코리안리그 프로모
2018-19 코리안리그 시즌1 프로모
2018-19 코리안리그 파이널 시즌 4강
2018-19 코리안리그 파이널 시즌 우승
2018-19 코리안리그 파이널 시즌 준우승
2018-19 코리안리그 파이널 홀로 에너지 세트
2018-19 코리안리그 홀로 에너지 팩
2023 코리안리그 시즌1 4강 프로모
2023 코리안리그 시즌1 우승 프로모
2023 코리안리그 시즌1 준우승 프로모
2023 코리안리그 시즌1 프로모
2023 코리안리그 시즌2 4강 프로모
2023 코리안리그 시즌2 우승 프로모
2023 코리안리그 시즌2 준우승 프로모
2023 코리안리그 시즌2 프로모
2023 코리안리그 시즌3 4강 프로모
2023 코리안리그 시즌3 우승 프로모
2023 코리안리그 시즌3 준우승 프로모
2023 코리안리그 시즌3 프로모
2023 코리안리그 시즌4 4강 프로모
2023 코리안리그 시즌4 우승 프로모
2023 코리안리그 시즌4 준우승 프로모
2023 코리안리그 시즌4 프로모
2023 코리안리그 파이널 시즌 4강 프로모
2023 코리안리그 파이널 시즌 우승 프로모
2023 코리안리그 파이널 시즌 입상 프로모
2023 코리안리그 파이널 시즌 준우승 프로모
2023 코리안리그 파이널 시즌 프로모
2024 코리안리그 시즌1 4강 프로모
2024 코리안리그 시즌1 우승 프로모
2024 코리안리그 시즌1 준우승 프로모
2024 코리안리그 시즌1 프로모
2024 코리안리그 시즌2 4강 프로모
2024 코리안리그 시즌2 우승 프로모
2024 코리안리그 시즌2 준우승 프로모
2024 코리안리그 시즌2 프로모
2024 코리안리그 시즌3 4강 프로모
2024 코리안리그 시즌3 우승 프로모
2024 코리안리그 시즌3 준우승 프로모
2024 코리안리그 시즌3 프로모
2024 코리안리그 파이널 4강 프로모
2024 코리안리그 파이널 우승 프로모
2024 코리안리그 파이널 준우승 프로모
2024 코리안리그 파이널 프로모
BW 「배틀 강화 60장 덱 - 레시라무 EX」
BW 「배틀 강화 60장 덱 - 블랙큐레무 EX」
BW 「배틀 강화 60장 덱 - 제크로무 EX」
BW 「배틀 강화 60장 덱 - 화이트큐레무 EX」
BW 「배틀 강화덱 - 비리디온 덱」
BW 「배틀 강화덱 - 코바르온 덱」
BW 「배틀 강화덱 - 테라키온 덱」
BW 「배틀 체인지덱 비크티니 덱」
BW 「볼트로스 덱」
BW 「삼삼드래 덱」
BW 「케르디오 덱」
BW 「토네로스 덱」
BW 「퍼스트 세트 - 물의 진화」
BW 「퍼스트 세트 - 불꽃의 진화」
BW 「퍼스트 세트 - 풀의 진화」
BW 「플라스마단 덱」
BW 「플라스마단 파워 덱」
BW 「한카리아스 덱」
BW 최강 폭류 60장 덱 「거북왕 + 큐레무 EX」
BW 프로모 카드
BW 확장팩 「EX 배틀 부스트」
